dispnum,incidnum,year,month,day,mid21location,midlocmeasuringpoint,latitude,longitude,precision,onset,war,war_name
3972,3972001,1991,7,29,Waters off British Colombia/Alaska,yukatat foreland,53.90194,-130.4025,4,1,0,
3973,3973001,1991,5,21,Persian Gulf,Persian Gulf,27,51,5,1,0,
3974,3974001,1991,3,15,.,md pt on irq-kuw border,29.783,47.284,4,1,0,
3975,3975001,1991,10,27,.,zaire,-3.16,23.41,5,1,0,
3976,3976001,1991,6,27,austria-yug border,mid pt of border,46.59945,14.97556,4,1,0,
3977,3977001,1991,8,22,hung-yug border,mid pt of border,45.80833,18.62694,4,1,0,
3978,3978001,1991,3,31,"Lofa County, Liberia","Loffa, Liberia",7.75,-10,3,1,0,
3979,3979001,1991,1,27,ugandan border,mid pt of border,3.753611,32.56222,4,1,0,
3980,3980001,1991,8,5,irq-turkey border,mid pt of border,37.22805,43.69833,4,1,0,
3981,3981001,1991,10,4,Western Iraq,"al rutbah, iraq",33.24417,39.92916,3,1,0,
3982,3982001,1991,8,7,Northern Kuwait,Sabriya,29.8,47.83333,3,1,0,
3983,3983001,1991,2,9,Taiwan,Taipei,25.01667,121.45,5,1,0,
3984,3984001,1991,2,4,south/north korea border,mid pt of border,38.35611,127.4631,4,1,0,
3985,3985001,1991,5,1,Kashmir,Kasmir,34.30667,71.80278,3,1,0,
3986,3986001,1991,12,21,bang/burma border,mid pt of border,21.315,92.56333,4,1,0,
3987,3987001,1991,10,6,ecu/peru border,mid pt of border,-2.878889,-77.64278,4,1,0,
3988,3988001,1991,2,2,Gulf of Fonseca,"Fonseca, Golfo de",13.16667,-87.66666,3,1,0,
3994,3994001,1977,9,-9,.,ISR-LEB border,32.93,35.519,4,1,0,
